Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,50th Percentile,2017,Days,146.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,90th Percentile,2017,Days,489.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,Volume,2017,Number of cases,169.0
Provincial,New Brunswick,Horizon Health Network,Knee Replacement,% Meeting Benchmark,2017,Proportion,46.0
Provincial,New Brunswick,Horizon Health Network,Knee Replacement,50th Percentile,2017,Days,201.0
Provincial,New Brunswick,Horizon Health Network,Knee Replacement,90th Percentile,2017,Days,451.0
Provincial,New Brunswick,Horizon Health Network,Knee Replacement,Volume,2017,Number of cases,903.0
Regional,New Brunswick,Horizon Health Network,Knee Replacement,% Meeting Benchmark,2017,Proportion,43.0
Regional,New Brunswick,Horizon Health Network,Knee Replacement,50th Percentile,2017,Days,225.0
Regional,New Brunswick,Horizon Health Network,Knee Replacement,90th Percentile,2017,Days,468.0
Regional,New Brunswick,Horizon Health Network,Knee Replacement,Volume,2017,Number of cases,595.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,% Meeting Benchmark,2017,Proportion,53.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,50th Percentile,2017,Days,171.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,90th Percentile,2017,Days,377.0
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,Volume,2017,Number of cases,308.0
Provincial,New Brunswick,Horizon Health Network,Lung Cancer Surgery,50th Percentile,2017,Days,35.0
Provincial,New Brunswick,Horizon Health Network,Lung Cancer Surgery,90th Percentile,2017,Days,55.0
Provincial,New Brunswick,Horizon Health Network,Lung Cancer Surgery,Volume,2017,Number of cases,96.0
Provincial,New Brunswick,Horizon Health Network,MRI Scan,50th Percentile,2017,Days,48.0
Provincial,New Brunswick,Horizon Health Network,MRI Scan,90th Percentile,2017,Days,177.5
Provincial,New Brunswick,Horizon Health Network,Prostate Cancer Surgery,50th Percentile,2017,Days,39.0
Provincial,New Brunswick,Horizon Health Network,Prostate Cancer Surgery,90th Percentile,2017,Days,84.0
Provincial,New Brunswick,Horizon Health Network,Prostate Cancer Surgery,Volume,2017,Number of cases,87.0
Provincial,New Brunswick,Horizon Health Network,Radiation Therapy,% Meeting Benchmark,2017,Proportion,97.0
Provincial,New Brunswick,Horizon Health Network,Radiation Therapy,50th Percentile,2017,Days,8.0
Provincial,New Brunswick,Horizon Health Network,Radiation Therapy,90th Percentile,2017,Days,20.0
Provincial,New Brunswick,Horizon Health Network,Radiation Therapy,Volume,2017,Number of cases,973.0
Provincial,Newfoundland and Labrador,Central Health,Bladder Cancer Surgery,50th Percentile,2017,Days,21.0
Provincial,Newfoundland and Labrador,Central Health,Bladder Cancer Surgery,90th Percentile,2017,Days,43.0
Provincial,Newfoundland and Labrador,Central Health,Bladder Cancer Surgery,Volume,2017,Number of cases,162.0
Provincial,Newfoundland and Labrador,Central Health,Breast Cancer Surgery,50th Percentile,2017,Days,14.0
Provincial,Newfoundland and Labrador,Central Health,Breast Cancer Surgery,90th Percentile,2017,Days,26.0
Provincial,Newfoundland and Labrador,Central Health,Breast Cancer Surgery,Volume,2017,Number of cases,224.0
Provincial,Newfoundland and Labrador,Central Health,CABG,50th Percentile,2017,Days,6.0
Provincial,Newfoundland and Labrador,Central Health,CABG,90th Percentile,2017,Days,58.0
Provincial,Newfoundland and Labrador,Central Health,CABG,Volume,2017,Number of cases,178.0
Provincial,Newfoundland and Labrador,Central Health,Cataract surgery,% Meeting Benchmark,2017,Proportion,87.0
Provincial,Newfoundland and Labrador,Central Health,Cataract surgery,50th Percentile,2017,Days,63.0
Provincial,Newfoundland and Labrador,Central Health,Cataract surgery,90th Percentile,2017,Days,118.0
Provincial,Newfoundland and Labrador,Central Health,Cataract surgery,Volume,2017,Number of cases,548.0
Provincial,Newfoundland and Labrador,Central Health,Colorectal Cancer Surgery,50th Percentile,2017,Days,12.0
Provincial,Newfoundland and Labrador,Central Health,Colorectal Cancer Surgery,90th Percentile,2017,Days,28.0
Provincial,Newfoundland and Labrador,Central Health,Colorectal Cancer Surgery,Volume,2017,Number of cases,195.0
Provincial,Newfoundland and Labrador,Central Health,CT Scan,50th Percentile,2017,Days,19.5
Provincial,Newfoundland and Labrador,Central Health,CT Scan,90th Percentile,2017,Days,71.0
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair,% Meeting Benchmark,2017,Proportion,87.0
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair,50th Percentile,2017,Days,0.83
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair,90th Percentile,2017,Days,2.08
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair,Volume,2017,Number of cases,249.0
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2017,Proportion,92.0
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2017,Days,0.92
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2017,Days,1.92
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,250.0
Provincial,Newfoundland and Labrador,Central Health,Hip Replacement,% Meeting Benchmark,2017,Proportion,84.0
Provincial,Newfoundland and Labrador,Central Health,Hip Replacement,50th Percentile,2017,Days,81.0
Provincial,Newfoundland and Labrador,Central Health,Hip Replacement,90th Percentile,2017,Days,225.0
Provincial,Newfoundland and Labrador,Central Health,Hip Replacement,Volume,2017,Number of cases,304.0
Regional,Newfoundland and Labrador,Western Health,Hip Replacement,% Meeting Benchmark,2017,Proportion,95.0
Regional,Newfoundland and Labrador,Western Health,Hip Replacement,50th Percentile,2017,Days,92.0
Regional,Newfoundland and Labrador,Western Health,Hip Replacement,90th Percentile,2017,Days,152.0
Regional,Newfoundland and Labrador,Western Health,Hip Replacement,Volume,2017,Number of cases,31.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Hip Replacement,% Meeting Benchmark,2017,Proportion,100.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Hip Replacement,50th Percentile,2017,Days,45.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Hip Replacement,90th Percentile,2017,Days,130.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Hip Replacement,Volume,2017,Number of cases,11.0
Regional,Newfoundland and Labrador,Eastern Health,Hip Replacement,% Meeting Benchmark,2017,Proportion,81.0
Regional,Newfoundland and Labrador,Eastern Health,Hip Replacement,50th Percentile,2017,Days,92.0
Regional,Newfoundland and Labrador,Eastern Health,Hip Replacement,90th Percentile,2017,Days,241.0
Regional,Newfoundland and Labrador,Eastern Health,Hip Replacement,Volume,2017,Number of cases,203.0
Regional,Newfoundland and Labrador,Central Health,Hip Replacement,% Meeting Benchmark,2017,Proportion,91.0
Regional,Newfoundland and Labrador,Central Health,Hip Replacement,50th Percentile,2017,Days,51.0
Regional,Newfoundland and Labrador,Central Health,Hip Replacement,90th Percentile,2017,Days,176.0
Regional,Newfoundland and Labrador,Central Health,Hip Replacement,Volume,2017,Number of cases,59.0
Provincial,Newfoundland and Labrador,Central Health,Knee Replacement,% Meeting Benchmark,2017,Proportion,66.0
Provincial,Newfoundland and Labrador,Central Health,Knee Replacement,50th Percentile,2017,Days,145.0
Provincial,Newfoundland and Labrador,Central Health,Knee Replacement,90th Percentile,2017,Days,291.0
Provincial,Newfoundland and Labrador,Central Health,Knee Replacement,Volume,2017,Number of cases,527.0
Regional,Newfoundland and Labrador,Western Health,Knee Replacement,% Meeting Benchmark,2017,Proportion,85.0
Regional,Newfoundland and Labrador,Western Health,Knee Replacement,50th Percentile,2017,Days,140.0
Regional,Newfoundland and Labrador,Western Health,Knee Replacement,90th Percentile,2017,Days,195.0
Regional,Newfoundland and Labrador,Western Health,Knee Replacement,Volume,2017,Number of cases,89.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Knee Replacement,% Meeting Benchmark,2017,Proportion,95.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Knee Replacement,50th Percentile,2017,Days,36.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Knee Replacement,90th Percentile,2017,Days,145.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Knee Replacement,Volume,2017,Number of cases,23.0
Regional,Newfoundland and Labrador,Eastern Health,Knee Replacement,% Meeting Benchmark,2017,Proportion,60.0
Regional,Newfoundland and Labrador,Eastern Health,Knee Replacement,50th Percentile,2017,Days,149.0
Regional,Newfoundland and Labrador,Eastern Health,Knee Replacement,90th Percentile,2017,Days,297.0
Regional,Newfoundland and Labrador,Eastern Health,Knee Replacement,Volume,2017,Number of cases,323.0
Regional,Newfoundland and Labrador,Central Health,Knee Replacement,% Meeting Benchmark,2017,Proportion,69.0
Regional,Newfoundland and Labrador,Central Health,Knee Replacement,50th Percentile,2017,Days,155.0
Regional,Newfoundland and Labrador,Central Health,Knee Replacement,90th Percentile,2017,Days,370.0
Regional,Newfoundland and Labrador,Central Health,Knee Replacement,Volume,2017,Number of cases,92.0
Provincial,Newfoundland and Labrador,Central Health,Lung Cancer Surgery,50th Percentile,2017,Days,23.0
Provincial,Newfoundland and Labrador,Central Health,Lung Cancer Surgery,90th Percentile,2017,Days,53.0
Provincial,Newfoundland and Labrador,Central Health,Lung Cancer Surgery,Volume,2017,Number of cases,49.0
Provincial,Newfoundland and Labrador,Central Health,MRI Scan,50th Percentile,2017,Days,48.0
Provincial,Newfoundland and Labrador,Central Health,MRI Scan,90th Percentile,2017,Days,177.5
Provincial,Newfoundland and Labrador,Central Health,Prostate Cancer Surgery,50th Percentile,2017,Days,34.0
Provincial,Newfoundland and Labrador,Central Health,Prostate Cancer Surgery,90th Percentile,2017,Days,49.0
Provincial,Newfoundland and Labrador,Central Health,Prostate Cancer Surgery,Volume,2017,Number of cases,53.0
Provincial,Newfoundland and Labrador,Central Health,Radiation Therapy,% Meeting Benchmark,2017,Proportion,100.0
Provincial,Newfoundland and Labrador,Central Health,Radiation Therapy,50th Percentile,2017,Days,12.0
Provincial,Newfoundland and Labrador,Central Health,Radiation Therapy,90th Percentile,2017,Days,20.0
Provincial,Newfoundland and Labrador,Central Health,Radiation Therapy,Volume,2017,Number of cases,428.0
Provincial,Nova Scotia,Central Zone (N.S.),Bladder Cancer Surgery,50th Percentile,2017,Days,28.0
Provincial,Nova Scotia,Central Zone (N.S.),Bladder Cancer Surgery,90th Percentile,2017,Days,76.0
Provincial,Nova Scotia,Central Zone (N.S.),Bladder Cancer Surgery,Volume,2017,Number of cases,363.0
Provincial,Nova Scotia,Central Zone (N.S.),Breast Cancer Surgery,50th Percentile,2017,Days,16.0
Provincial,Nova Scotia,Central Zone (N.S.),Breast Cancer Surgery,90th Percentile,2017,Days,41.0
Provincial,Nova Scotia,Central Zone (N.S.),Breast Cancer Surgery,Volume,2017,Number of cases,420.0
Provincial,Nova Scotia,Central Zone (N.S.),CABG,50th Percentile,2017,Days,8.0
Provincial,Nova Scotia,Central Zone (N.S.),CABG,90th Percentile,2017,Days,30.0
Provincial,Nova Scotia,Central Zone (N.S.),CABG,Volume,2017,Number of cases,154.0
Provincial,Nova Scotia,Central Zone (N.S.),Cataract surgery,% Meeting Benchmark,2017,Proportion,66.0
Provincial,Nova Scotia,Central Zone (N.S.),Cataract surgery,50th Percentile,2017,Days,90.0
Provincial,Nova Scotia,Central Zone (N.S.),Cataract surgery,90th Percentile,2017,Days,211.0
Provincial,Nova Scotia,Central Zone (N.S.),Cataract surgery,Volume,2017,Number of cases,548.0
Provincial,Nova Scotia,Central Zone (N.S.),Colorectal Cancer Surgery,50th Percentile,2017,Days,21.0
Provincial,Nova Scotia,Central Zone (N.S.),Colorectal Cancer Surgery,90th Percentile,2017,Days,55.0
Provincial,Nova Scotia,Central Zone (N.S.),Colorectal Cancer Surgery,Volume,2017,Number of cases,256.0
Provincial,Nova Scotia,Central Zone (N.S.),CT Scan,50th Percentile,2017,Days,30.0
Provincial,Nova Scotia,Central Zone (N.S.),CT Scan,90th Percentile,2017,Days,92.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair,% Meeting Benchmark,2017,Proportion,87.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair,50th Percentile,2017,Days,0.88
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair,90th Percentile,2017,Days,2.29
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair,Volume,2017,Number of cases,483.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2017,Proportion,80.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2017,Days,1.12
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2017,Days,2.17
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,177.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Replacement,% Meeting Benchmark,2017,Proportion,51.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Replacement,50th Percentile,2017,Days,179.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Replacement,90th Percentile,2017,Days,665.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Replacement,Volume,2017,Number of cases,670.0
Regional,Nova Scotia,Western Zone,Hip Replacement,% Meeting Benchmark,2017,Proportion,21.0
Regional,Nova Scotia,Western Zone,Hip Replacement,50th Percentile,2017,Days,308.0
Regional,Nova Scotia,Western Zone,Hip Replacement,90th Percentile,2017,Days,634.0
Regional,Nova Scotia,Western Zone,Hip Replacement,Volume,2017,Number of cases,117.0
Regional,Nova Scotia,Northern Zone,Hip Replacement,% Meeting Benchmark,2017,Proportion,46.0
Regional,Nova Scotia,Northern Zone,Hip Replacement,50th Percentile,2017,Days,202.0
Regional,Nova Scotia,Northern Zone,Hip Replacement,90th Percentile,2017,Days,449.0
Regional,Nova Scotia,Northern Zone,Hip Replacement,Volume,2017,Number of cases,102.0
Regional,Nova Scotia,Eastern Zone,Hip Replacement,% Meeting Benchmark,2017,Proportion,81.0
Regional,Nova Scotia,Eastern Zone,Hip Replacement,50th Percentile,2017,Days,91.0
Regional,Nova Scotia,Eastern Zone,Hip Replacement,90th Percentile,2017,Days,265.0
Regional,Nova Scotia,Eastern Zone,Hip Replacement,Volume,2017,Number of cases,103.0
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,% Meeting Benchmark,2017,Proportion,53.0
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,50th Percentile,2017,Days,176.0
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,90th Percentile,2017,Days,869.0
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,Volume,2017,Number of cases,348.0
Provincial,Nova Scotia,Central Zone (N.S.),Knee Replacement,% Meeting Benchmark,2017,Proportion,34.0
Provincial,Nova Scotia,Central Zone (N.S.),Knee Replacement,50th Percentile,2017,Days,283.0
Provincial,Nova Scotia,Central Zone (N.S.),Knee Replacement,90th Percentile,2017,Days,740.0
Provincial,Nova Scotia,Central Zone (N.S.),Knee Replacement,Volume,2017,Number of cases,968.0
Regional,Nova Scotia,Western Zone,Knee Replacement,% Meeting Benchmark,2017,Proportion,23.0
Regional,Nova Scotia,Western Zone,Knee Replacement,50th Percentile,2017,Days,320.0
Regional,Nova Scotia,Western Zone,Knee Replacement,90th Percentile,2017,Days,629.0
Regional,Nova Scotia,Western Zone,Knee Replacement,Volume,2017,Number of cases,244.0
Regional,Nova Scotia,Northern Zone,Knee Replacement,% Meeting Benchmark,2017,Proportion,41.0
Regional,Nova Scotia,Northern Zone,Knee Replacement,50th Percentile,2017,Days,223.0
Regional,Nova Scotia,Northern Zone,Knee Replacement,90th Percentile,2017,Days,402.0
Regional,Nova Scotia,Northern Zone,Knee Replacement,Volume,2017,Number of cases,153.0
Regional,Nova Scotia,Eastern Zone,Knee Replacement,% Meeting Benchmark,2017,Proportion,69.0
Regional,Nova Scotia,Eastern Zone,Knee Replacement,50th Percentile,2017,Days,119.0
Regional,Nova Scotia,Eastern Zone,Knee Replacement,90th Percentile,2017,Days,336.0
Regional,Nova Scotia,Eastern Zone,Knee Replacement,Volume,2017,Number of cases,119.0
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,% Meeting Benchmark,2017,Proportion,23.0
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,50th Percentile,2017,Days,353.0
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,90th Percentile,2017,Days,325.0
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,Volume,2017,Number of cases,353.0
